,Name,City,Cuisine Style,Ranking,Rating,Price Range,Number of Reviews,Reviews,URL_TA,ID_TA
6767,Le Bistrot D'Antoine,Paris,['French'],6768,4,$,23,"[['Lovely dinner', 'Enjoyed the Parisian feel'], ['10/24/2017', '09/21/2017']]",/Restaurant_Review-g187147-d10547137-Reviews-Le_Bistrot_D_Antoine-Paris_Ile_de_France.html,d10547137
6768,Little Italy,Paris,,6769,4.5,,8,"[['A Wonderful Gem on a Quiet Street'], ['11/13/2017']]",/Restaurant_Review-g187147-d8068453-Reviews-Little_Italy-Paris_Ile_de_France.html,d8068453
6769,3 Pieces Cuisine,Paris,"['French', 'American']",6770,3.5,$$ - $$$,86,"[['Alternative bar for drinks', 'Great place for a drink'], ['04/09/2017', '01/19/2017']]",/Restaurant_Review-g187147-d3187248-Reviews-3_Pieces_Cuisine-Paris_Ile_de_France.html,d3187248
6770,L'Evenement Gourmet,Paris,"['Italian', 'French', 'Spanish', 'Asian', 'Middle Eastern']",6771,5,$$ - $$$,18,"[[], []]",/Restaurant_Review-g187147-d8443277-Reviews-L_Evenement_Gourmet-Paris_Ile_de_France.html,d8443277
6771,Made In Italy,Paris,"['Italian', 'Pizza', 'Fast Food', 'Mediterranean', 'European']",6772,4,$$ - $$$,102,"[['Great food, good service', 'Disappointed'], ['12/31/2017', '11/18/2016']]",/Restaurant_Review-g187147-d5502526-Reviews-Made_In_Italy-Paris_Ile_de_France.html,d5502526
6772,Damas Cafe,Paris,,6773,5,,8,"[['My favorite chilling out place.'], ['09/09/2014']]",/Restaurant_Review-g187147-d5801078-Reviews-Damas_Cafe-Paris_Ile_de_France.html,d5801078
6773,Restaurant Mezanc,Paris,"['French', 'Japanese']",6774,4.5,$$ - $$$,9,"[['Just awesome', 'A must try in Paris'], ['07/06/2017', '06/06/2017']]",/Restaurant_Review-g187147-d12535525-Reviews-Restaurant_Mezanc-Paris_Ile_de_France.html,d12535525
6774,Maison David,Paris,['French'],6775,4.5,$$$$,19,"[['Magnificent', 'Intimate deli with unbelievable choiv=ce'], ['10/21/2016', '10/10/2016']]",/Restaurant_Review-g187147-d6694301-Reviews-Maison_David-Paris_Ile_de_France.html,d6694301
6775,Cyber Sandwich,Paris,,6776,5,,7,"[[], []]",/Restaurant_Review-g187147-d5798557-Reviews-Cyber_Sandwich-Paris_Ile_de_France.html,d5798557
6776,Yoshi,Paris,['Japanese'],6777,4,$,23,"[['Great Authentic Sushi', 'Good food for a good price with great serv...'], ['11/06/2016', '05/07/2016']]",/Restaurant_Review-g187147-d8278856-Reviews-Yoshi-Paris_Ile_de_France.html,d8278856
6777,Corossol,Paris,,6778,4,,27,"[['Rum Banana Tart!', 'Corossol, Marche des Enfants Rouge'], ['03/14/2017', '05/18/2016']]",/Restaurant_Review-g187147-d8592407-Reviews-Corossol-Paris_Ile_de_France.html,d8592407
6778,Yushi 16,Paris,['Japanese'],6779,4,$$ - $$$,42,"[['Probably my next lunch HQ', 'Japanese food like in Japan'], ['09/28/2017', '04/16/2016']]",/Restaurant_Review-g187147-d6687110-Reviews-Yushi_16-Paris_Ile_de_France.html,d6687110
6779,Minimes,Paris,"['French', 'European', 'International', 'Vegetarian Friendly']",6780,3.5,$$ - $$$,175,"[['Good ambiance but regular food', 'Nice surprise'], ['12/15/2017', '09/25/2017']]",/Restaurant_Review-g187147-d3476193-Reviews-Minimes-Paris_Ile_de_France.html,d3476193
6780,Ristorante Venezia Cucina Italiana & Pizza,Paris,['Italian'],6781,4,$$ - $$$,28,"[['Very good', 'good italian food'], ['05/08/2016', '10/05/2015']]",/Restaurant_Review-g187147-d8692693-Reviews-Ristorante_Venezia_Cucina_Italiana_Pizza-Paris_Ile_de_France.html,d8692693
6781,Le Bovin,Paris,,6782,4.5,,24,"[[], []]",/Restaurant_Review-g187147-d7291587-Reviews-Le_Bovin-Paris_Ile_de_France.html,d7291587
6782,L'Endroit,Paris,"['French', 'Bar', 'European', 'Pub']",6783,3.5,$$ - $$$,139,"[['Fun, trendy...', 'Loved it'], ['02/15/2017', '12/08/2016']]",/Restaurant_Review-g187147-d2428798-Reviews-L_Endroit-Paris_Ile_de_France.html,d2428798
6783,Hansan,Paris,"['Chinese', 'Asian']",6784,4,$$$$,79,"[['Consistently Good', 'Price not valid'], ['09/26/2017', '10/15/2017']]",/Restaurant_Review-g187147-d1035621-Reviews-Hansan-Paris_Ile_de_France.html,d1035621
6784,La Tete Dans les Olives,Paris,['Italian'],6785,4,$$ - $$$,31,"[['Come as strangers, leave as friends', 'Best intimist Italian in Paris'], ['06/09/2015', '03/03/2015']]",/Restaurant_Review-g187147-d2372863-Reviews-La_Tete_Dans_les_Olives-Paris_Ile_de_France.html,d2372863
6785,Le Pain Quotidien,Paris,"['French', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",6786,3.5,$$ - $$$,126,"[['Good Food, Glacial Service', 'Good breakfast'], ['10/02/2017', '05/21/2017']]",/Restaurant_Review-g187147-d3535362-Reviews-Le_Pain_Quotidien-Paris_Ile_de_France.html,d3535362
6786,Les Pissenlits par la Racine,Paris,['French'],6787,3.5,$$ - $$$,58,"[['Consistently excellent', 'Very traditional French food'], ['12/24/2017', '02/19/2013']]",/Restaurant_Review-g187147-d1018923-Reviews-Les_Pissenlits_par_la_Racine-Paris_Ile_de_France.html,d1018923
6787,Le Savio,Paris,,6788,4,,29,"[['A nice place not overpriced for this area', 'Very Good Lunch'], ['04/21/2016', '03/03/2015']]",/Restaurant_Review-g187147-d5796811-Reviews-Le_Savio-Paris_Ile_de_France.html,d5796811
6788,Santa Maria,Paris,,6789,4,,13,"[[], []]",/Restaurant_Review-g187147-d9712249-Reviews-Santa_Maria-Paris_Ile_de_France.html,d9712249
6789,LA Cime,Paris,"['Brew Pub', 'Grill', 'Lebanese', 'Middle Eastern', 'Mediterranean']",6790,4,$$ - $$$,58,"[['Crepes with milk rice', 'Highly recommended place'], ['12/06/2016', '10/20/2016']]",/Restaurant_Review-g187147-d6019898-Reviews-LA_Cime-Paris_Ile_de_France.html,d6019898
6790,Lucy Restaurant,Paris,,6791,4,,14,"[['Ethiopian Dining in Pleasant Space'], ['07/30/2016']]",/Restaurant_Review-g187147-d10342814-Reviews-Lucy_Restaurant-Paris_Ile_de_France.html,d10342814
6791,Le Troquet du Temple,Paris,,6792,4,,42,"[['Lovely Bistro', 'Real parisian lunch in a cafe'], ['12/07/2017', '04/06/2017']]",/Restaurant_Review-g187147-d7061061-Reviews-Le_Troquet_du_Temple-Paris_Ile_de_France.html,d7061061
6792,Onze Bar,Paris,,6793,4,,27,"[['Great food and a bit weird - just the way...', ""As Onze-ieme as you'll have an experience...""], ['12/17/2017', '04/18/2017']]",/Restaurant_Review-g187147-d5608756-Reviews-Onze_Bar-Paris_Ile_de_France.html,d5608756
6793,Bistro 74,Paris,,6794,4,,19,"[['Superb', 'Good food and good servife'], ['01/14/2016', '12/29/2015']]",/Restaurant_Review-g187147-d5779848-Reviews-Bistro_74-Paris_Ile_de_France.html,d5779848
6794,The Be Bop Bar,Paris,,6795,5,,7,"[['A Great Atmospheric Local Bar'], ['07/23/2015']]",/Restaurant_Review-g187147-d6966279-Reviews-The_Be_Bop_Bar-Paris_Ile_de_France.html,d6966279
6795,MyPierogis,Paris,"['Polish', 'European']",6796,4,$$ - $$$,38,"[['Excellent Polish Fare', 'Too expensive,'], ['01/17/2017', '06/19/2016']]",/Restaurant_Review-g187147-d7933039-Reviews-MyPierogis-Paris_Ile_de_France.html,d7933039
6796,Triadou Haussmann,Paris,"['French', 'Bar', 'European']",6797,3.5,$$ - $$$,529,"[[""Lunch break close to 'Les Grands Magasins'"", 'Average'], ['12/30/2017', '12/08/2017']]",/Restaurant_Review-g187147-d2186519-Reviews-Triadou_Haussmann-Paris_Ile_de_France.html,d2186519
6797,Yafo,Paris,"['Healthy', 'Middle Eastern']",6798,5,$$ - $$$,5,"[['Really good houmous!'], ['12/18/2017']]",/Restaurant_Review-g187147-d12411562-Reviews-Yafo-Paris_Ile_de_France.html,d12411562
6798,Bistrot Dellac,Paris,,6799,4.5,,13,"[['Great coffee !', 'the best we had in Paris'], ['01/20/2017', '06/11/2016']]",/Restaurant_Review-g187147-d8672872-Reviews-Bistrot_Dellac-Paris_Ile_de_France.html,d8672872
6799,Lucien La Chance,Paris,"['French', 'Wine Bar', 'European']",6800,3.5,$$ - $$$,117,"[['A really special find ....', 'An amazing last night meal in Paris!!'], ['11/02/2017', '01/19/2017']]",/Restaurant_Review-g187147-d5800898-Reviews-Lucien_La_Chance-Paris_Ile_de_France.html,d5800898
6800,El Mercado French-Mex Cuisine,Paris,"['Mexican', 'Latin', 'Vegetarian Friendly']",6801,3.5,$$ - $$$,159,"[['Great Mexican food and excellent service.', 'Delicious food at top location!'], ['08/24/2017', '12/30/2017']]",/Restaurant_Review-g187147-d4858725-Reviews-El_Mercado_French_Mex_Cuisine-Paris_Ile_de_France.html,d4858725
6801,Marie-Suzy,Paris,"['French', 'European']",6802,4,$$ - $$$,57,"[['Definitely the worst meal we had during ou...', 'AMAZING!!!'], ['07/17/2017', '07/01/2016']]",/Restaurant_Review-g187147-d3242821-Reviews-Marie_Suzy-Paris_Ile_de_France.html,d3242821
6802,Boco Mathurins,Paris,['Gastropub'],6803,4,$$ - $$$,43,"[['a new dining experience', 'Good place for lunch'], ['11/08/2016', '09/19/2016']]",/Restaurant_Review-g187147-d7602591-Reviews-Boco_Mathurins-Paris_Ile_de_France.html,d7602591
6803,La Table de L'Elysee,Paris,,6804,4.5,,6,"[[], []]",/Restaurant_Review-g187147-d12391892-Reviews-La_Table_de_L_Elysee-Paris_Ile_de_France.html,d12391892
6804,15eme Boulevard,Paris,,6805,4,,21,"[[], []]",/Restaurant_Review-g187147-d7610844-Reviews-15eme_Boulevard-Paris_Ile_de_France.html,d7610844
6805,Lucky Bastard,Paris,"['French', 'Italian', 'Vegetarian Friendly']",6806,5,$$ - $$$,25,"[['Paris charme', 'Nice little bar in 3rd'], ['05/30/2017', '05/23/2017']]",/Restaurant_Review-g187147-d12058404-Reviews-Lucky_Bastard-Paris_Ile_de_France.html,d12058404
6806,Pat's US Hot Dog,Paris,['American'],6807,4,$,27,"[['Late night craving HIT', 'Decent hot dog'], ['06/04/2017', '04/18/2017']]",/Restaurant_Review-g187147-d4973118-Reviews-Pat_s_US_Hot_Dog-Paris_Ile_de_France.html,d4973118
6807,Kook,Paris,,6808,4.5,,14,"[[], []]",/Restaurant_Review-g187147-d9830875-Reviews-Kook-Paris_Ile_de_France.html,d9830875
6808,Guimi House,Paris,,6809,3.5,,39,"[['Important to Imagine'], ['09/06/2017']]",/Restaurant_Review-g187147-d8645605-Reviews-Guimi_House-Paris_Ile_de_France.html,d8645605
6809,Balsinger,Paris,['French'],6810,4.5,,7,"[['Great little place for a quick freshly coo...'], ['06/08/2015']]",/Restaurant_Review-g187147-d4083851-Reviews-Balsinger-Paris_Ile_de_France.html,d4083851
6810,La Maison du Caviar,Paris,"['Russian', 'European', 'Eastern European']",6811,4,$$$$,63,"[['Celebrate in style!', ""You won't find better!""], ['10/05/2016', '06/30/2016']]",/Restaurant_Review-g187147-d718692-Reviews-La_Maison_du_Caviar-Paris_Ile_de_France.html,d718692
6811,Restaurant L'Oriental,Paris,"['Moroccan', 'Mediterranean', 'Vegetarian Friendly']",6812,4,$$$$,34,"[['Stand-out Veggie Entrees'], ['07/15/2017']]",/Restaurant_Review-g187147-d12170386-Reviews-Restaurant_L_Oriental-Paris_Ile_de_France.html,d12170386
6812,Flunch Paris Beaubourg,Paris,"['French', 'Vegetarian Friendly']",6813,3.5,$,477,"[['Good healthy food', 'Good, rapid and cheap food'], ['08/11/2017', '08/02/2017']]",/Restaurant_Review-g187147-d1322355-Reviews-Flunch_Paris_Beaubourg-Paris_Ile_de_France.html,d1322355
6813,Chez HASHANA,Paris,['Indian'],6814,4,$,13,"[['Very good', 'Small family restaurant'], ['10/03/2017', '07/05/2017']]",/Restaurant_Review-g187147-d4582026-Reviews-Chez_HASHANA-Paris_Ile_de_France.html,d4582026
6814,Au Paradis Tropical,Paris,['Caribbean'],6815,4,$$ - $$$,11,"[['Sunny cuisine', 'Sunny'], ['06/13/2017', '12/17/2014']]",/Restaurant_Review-g187147-d3624009-Reviews-Au_Paradis_Tropical-Paris_Ile_de_France.html,d3624009
6815,Waikiki Cafe,Paris,,6816,5,,11,"[['Delicious breakfast'], ['05/12/2016']]",/Restaurant_Review-g187147-d8500974-Reviews-Waikiki_Cafe-Paris_Ile_de_France.html,d8500974
6816,Irish Pub Montmartre,Paris,"['Bar', 'Pub']",6817,4,$$ - $$$,66,"[['Cheers!', 'Good place to stop for a drink'], ['06/23/2017', '05/04/2017']]",/Restaurant_Review-g187147-d4509785-Reviews-Irish_Pub_Montmartre-Paris_Ile_de_France.html,d4509785
6817,Serial cooker,Paris,,6818,5,,6,"[['Wonderful food, excellent service', 'nice canteen in paris'], ['05/23/2017', '05/03/2017']]",/Restaurant_Review-g187147-d5798607-Reviews-Serial_cooker-Paris_Ile_de_France.html,d5798607
6818,Le Vin Terre,Paris,['French'],6819,4,,26,"[[], []]",/Restaurant_Review-g187147-d805871-Reviews-Le_Vin_Terre-Paris_Ile_de_France.html,d805871
6819,Pho 15,Paris,"['Asian', 'Vietnamese']",6820,4.5,$$ - $$$,7,"[['Love the pho but everything is good', 'Great place!'], ['06/07/2017', '03/25/2017']]",/Restaurant_Review-g187147-d12071403-Reviews-Pho_15-Paris_Ile_de_France.html,d12071403
6820,Umami Bastille,Paris,"['Japanese', 'Asian']",6821,4.5,$$ - $$$,7,"[['Very good!'], ['03/30/2017']]",/Restaurant_Review-g187147-d11872892-Reviews-Umami_Bastille-Paris_Ile_de_France.html,d11872892
6821,MamMam,Paris,"['French', 'American', 'Fast Food', 'Street Food']",6822,5,$$ - $$$,6,"[[], []]",/Restaurant_Review-g187147-d12218984-Reviews-MamMam-Paris_Ile_de_France.html,d12218984
6822,Greffeuille Aveyron,Paris,['French'],6823,5,$$ - $$$,6,"[['For the love of Lamb'], ['09/14/2015']]",/Restaurant_Review-g187147-d7813885-Reviews-Greffeuille_Aveyron-Paris_Ile_de_France.html,d7813885
6823,Le Komptoir,Paris,,6824,4,,43,"[['A good place', 'Great cocktails'], ['05/26/2017', '03/22/2017']]",/Restaurant_Review-g187147-d7986114-Reviews-Le_Komptoir-Paris_Ile_de_France.html,d7986114
6824,Univerre Paris,Paris,,6825,5,,7,"[[], []]",/Restaurant_Review-g187147-d10218044-Reviews-Univerre_Paris-Paris_Ile_de_France.html,d10218044
6825,La Table Des Frangins,Paris,,6826,4.5,,7,"[['Super restaurent'], ['08/29/2017']]",/Restaurant_Review-g187147-d10663758-Reviews-La_Table_Des_Frangins-Paris_Ile_de_France.html,d10663758
6826,Zeng,Paris,"['Chinese', 'Asian']",6827,4.5,$,5,"[['Nice fusion asian food'], ['11/07/2017']]",/Restaurant_Review-g187147-d12542513-Reviews-Zeng-Paris_Ile_de_France.html,d12542513
6827,Il FarNiente,Paris,['Italian'],6828,4.5,$$ - $$$,15,"[[], []]",/Restaurant_Review-g187147-d10066980-Reviews-Il_FarNiente-Paris_Ile_de_France.html,d10066980
6828,Bio Degustation,Paris,"['French', 'Vietnamese']",6829,5,$$ - $$$,4,"[[], []]",/Restaurant_Review-g187147-d12816394-Reviews-Bio_Degustation-Paris_Ile_de_France.html,d12816394
6829,l'ABORDAGE,Paris,"['French', 'European']",6830,3.5,$$ - $$$,109,"[['Noisy but Friendly - Good Food and Wine', 'My Idea of the Perfect Bistro'], ['01/25/2017', '11/27/2016']]",/Restaurant_Review-g187147-d3628421-Reviews-L_ABORDAGE-Paris_Ile_de_France.html,d3628421
6830,Le Fleur Bleu,Paris,"['French', 'Bar', 'Pub']",6831,4.5,$$ - $$$,44,"[['Nice cocktails', 'Great place'], ['02/20/2017', '01/28/2017']]",/Restaurant_Review-g187147-d10176541-Reviews-Le_Fleur_Bleu-Paris_Ile_de_France.html,d10176541
6831,Extra Life Cafe,Paris,,6832,5,,6,"[[], []]",/Restaurant_Review-g187147-d8669565-Reviews-Extra_Life_Cafe-Paris_Ile_de_France.html,d8669565
6832,Cafe Martin,Paris,"['French', 'Cafe', 'European', 'Bar', 'Pub', 'Vegetarian Friendly']",6833,3.5,$$ - $$$,84,"[[""It's fine."", 'Relaxing'], ['10/17/2017', '07/27/2017']]",/Restaurant_Review-g187147-d4156645-Reviews-Cafe_Martin-Paris_Ile_de_France.html,d4156645
6833,Five Guys,Paris,['Fast Food'],6834,3.5,$$ - $$$,80,"[['Taste is good, but be patient!', 'Great burgers, shame about the restaurant...'], ['12/26/2017', '12/17/2017']]",/Restaurant_Review-g187147-d12538197-Reviews-Five_Guys-Paris_Ile_de_France.html,d12538197
6834,Le Gevaudan,Paris,,6835,4,,39,"[['Good, straight, Continental breakfast', 'Nice neighborhood bistro - good choice for...'], ['09/05/2017', '01/13/2017']]",/Restaurant_Review-g187147-d1322982-Reviews-Le_Gevaudan-Paris_Ile_de_France.html,d1322982
6835,Pacific Eiffel,Paris,,6836,4.5,,19,"[['resturant', 'taste of Paris'], ['07/06/2016', '06/08/2016']]",/Restaurant_Review-g187147-d5949427-Reviews-Pacific_Eiffel-Paris_Ile_de_France.html,d5949427
6836,Caffe Boboli,Paris,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly']",6837,3.5,$$ - $$$,151,"[['Small Marais BIstro with great Atmosphere', 'Feeling really mitigated'], ['11/06/2017', '08/10/2017']]",/Restaurant_Review-g187147-d1049698-Reviews-Caffe_Boboli-Paris_Ile_de_France.html,d1049698
6837,Le Petit 18 Eme,Paris,"['French', 'Cafe']",6838,4.5,$$ - $$$,13,"[['Pleasant surprise just dropping in for lun...'], ['05/22/2016']]",/Restaurant_Review-g187147-d6220271-Reviews-Le_Petit_18_Eme-Paris_Ile_de_France.html,d6220271
6838,Le 153,Paris,"['Bar', 'Pub', 'Diner']",6839,4,$$ - $$$,63,"[['Cozy place to drink', 'Very ordinary, no ambiance and they need t...'], ['03/05/2017', '11/13/2017']]",/Restaurant_Review-g187147-d8310328-Reviews-Le_153-Paris_Ile_de_France.html,d8310328
6839,Ressources,Paris,,6840,4.5,,6,"[['So good!'], ['07/27/2017']]",/Restaurant_Review-g187147-d11637477-Reviews-Ressources-Paris_Ile_de_France.html,d11637477
6840,Le Bambou Royal,Paris,['Asian'],6841,4.5,$$ - $$$,18,"[['My idea of Chinese home cooking', 'Excellent Food'], ['09/25/2017', '07/01/2017']]",/Restaurant_Review-g187147-d9709415-Reviews-Le_Bambou_Royal-Paris_Ile_de_France.html,d9709415
6841,le dumas cafe,Paris,"['Italian', 'French', 'Grill']",6842,3.5,$$ - $$$,41,"[['Very pleasant Experience', 'An (evening) meal in Paris'], ['09/07/2017', '12/04/2017']]",/Restaurant_Review-g187147-d6373137-Reviews-Le_dumas_cafe-Paris_Ile_de_France.html,d6373137
6842,Carnet de Bord,Paris,['Chinese'],6843,3.5,$$ - $$$,74,"[['Generous serves, great serice', 'Best meal in Paris'], ['02/22/2016', '09/20/2015']]",/Restaurant_Review-g187147-d4556095-Reviews-Carnet_de_Bord-Paris_Ile_de_France.html,d4556095
6843,Le Pacifique,Paris,"['Chinese', 'Asian', 'Vegetarian Friendly']",6844,3.5,$$ - $$$,125,"[['Not the same any more', 'Best Duck in east Paris'], ['07/13/2017', '06/28/2017']]",/Restaurant_Review-g187147-d886806-Reviews-Le_Pacifique-Paris_Ile_de_France.html,d886806
6844,New Hanoi,Paris,['Vietnamese'],6845,4.5,$,12,"[['Good restaurant', 'Amazing food'], ['12/07/2016', '11/18/2016']]",/Restaurant_Review-g187147-d10699302-Reviews-New_Hanoi-Paris_Ile_de_France.html,d10699302
6845,Maison Kashmir,Paris,"['Indian', 'Vegetarian Friendly']",6846,4,$$ - $$$,58,"[['A pleasant surprise', 'Pleasant surprise in Paris'], ['10/28/2017', '05/02/2017']]",/Restaurant_Review-g187147-d1501834-Reviews-Maison_Kashmir-Paris_Ile_de_France.html,d1501834
6846,New Antalya,Paris,"['Turkish', 'Middle Eastern']",6847,4,$,36,"[['Best kebab we had in this district', 'Gread food and sympatic staff'], ['10/17/2017', '08/10/2017']]",/Restaurant_Review-g187147-d4799394-Reviews-New_Antalya-Paris_Ile_de_France.html,d4799394
6847,Huitrerie Garnier,Paris,,6848,4.5,,11,"[['Great oysters at reasonable price'], ['10/12/2015']]",/Restaurant_Review-g187147-d8720054-Reviews-Huitrerie_Garnier-Paris_Ile_de_France.html,d8720054
6848,Le Siam,Paris,"['Asian', 'Thai', 'Vegetarian Friendly']",6849,3.5,$$ - $$$,209,"[['Tasty, moderatly spicy', 'Poor everything'], ['02/01/2017', '11/04/2017']]",/Restaurant_Review-g187147-d2351523-Reviews-Le_Siam-Paris_Ile_de_France.html,d2351523
6849,Le Flash Restaurant,Paris,,6850,4.5,,7,"[['Great Food, Friendly Service, Charming Pla...', 'Good food'], ['08/07/2017', '05/28/2017']]",/Restaurant_Review-g187147-d6702591-Reviews-Le_Flash_Restaurant-Paris_Ile_de_France.html,d6702591
6850,Animal Kitchen,Paris,,6851,4.5,,10,"[['Wish they make bigger portions', 'Great food'], ['10/30/2017', '10/12/2017']]",/Restaurant_Review-g187147-d10101846-Reviews-Animal_Kitchen-Paris_Ile_de_France.html,d10101846
6851,Ballon et Coquillages,Paris,"['French', 'Seafood', 'European']",6852,4,$$ - $$$,40,"[['Perfect Seafood and good wine!', 'Sweet setup and fresh petite menu in a cut...'], ['01/06/2016', '12/05/2015']]",/Restaurant_Review-g187147-d695159-Reviews-Ballon_et_Coquillages-Paris_Ile_de_France.html,d695159
6852,Cafe Nazir,Paris,"['French', 'Cafe', 'European']",6853,3.5,$$ - $$$,63,"[[""Average is not 'bad'"", 'Best cafe meal on our trip to Paris'], ['03/22/2017', '10/09/2017']]",/Restaurant_Review-g187147-d3224569-Reviews-Cafe_Nazir-Paris_Ile_de_France.html,d3224569
6853,Le Cube Bar,Paris,"['French', 'Bar', 'Pub']",6854,3.5,$$ - $$$,67,"[['Unbelievable view of Paris', 'Superb Place to Pass Time with a Drink and...'], ['05/29/2017', '03/20/2017']]",/Restaurant_Review-g187147-d10681871-Reviews-Le_Cube_Bar-Paris_Ile_de_France.html,d10681871
6854,Chez Josephine,Paris,"['French', 'European']",6855,3.5,$$ - $$$,227,"[['Ideal place to become a regular food stop...', 'Nice location, dissapointing food'], ['12/12/2017', '08/03/2017']]",/Restaurant_Review-g187147-d3493835-Reviews-Chez_Josephine-Paris_Ile_de_France.html,d3493835
6855,Le Cactus,Paris,,6856,4,,30,"[['Great lunch spot!', 'Nice place, food and drinks, part of stree...'], ['09/16/2017', '08/21/2017']]",/Restaurant_Review-g187147-d5890682-Reviews-Le_Cactus-Paris_Ile_de_France.html,d5890682
6856,Teppan,Paris,['Japanese'],6857,4,$$ - $$$,10,"[['Very nice', 'Great Lunchtime Menus!'], ['11/26/2017', '10/10/2016']]",/Restaurant_Review-g187147-d10326731-Reviews-Teppan-Paris_Ile_de_France.html,d10326731
6857,L'Auberge de Chine,Paris,,6858,4.5,,5,"[[], []]",/Restaurant_Review-g187147-d12610147-Reviews-L_Auberge_de_Chine-Paris_Ile_de_France.html,d12610147
6858,Sesto senso,Paris,['Italian'],6859,4,$$ - $$$,28,"[[""Nostalgia of eating at Grandma's house"", 'Genuine italian home cooking.'], ['11/24/2016', '10/07/2015']]",/Restaurant_Review-g187147-d3256378-Reviews-Sesto_senso-Paris_Ile_de_France.html,d3256378
6859,L'Eden,Paris,"['French', 'Bar', 'European', 'Pub']",6860,3.5,$$ - $$$,98,"[['Terrible', 'Parisian Bistro with Tiki Hut Style'], ['05/07/2017', '12/31/2016']]",/Restaurant_Review-g187147-d7333214-Reviews-L_Eden-Paris_Ile_de_France.html,d7333214
6860,Le Huit,Paris,['French'],6861,4.5,$$$$,22,"[['Had an excellent lunch', 'Business Dinner'], ['10/31/2017', '03/18/2016']]",/Restaurant_Review-g187147-d2468640-Reviews-Le_Huit-Paris_Ile_de_France.html,d2468640
6861,Saturne,Paris,['Chinese'],6862,4,$$ - $$$,32,"[['Delicious authentic Sichuan / Chinese cuis...', 'Excellent chinese food'], ['12/03/2016', '08/04/2016']]",/Restaurant_Review-g187147-d7827305-Reviews-Saturne-Paris_Ile_de_France.html,d7827305
6862,Grand Appetit,Paris,"['French', 'Japanese', 'Vegetarian Friendly', 'Vegan Options']",6863,4,$,45,"[['Real ZEN Macrobiotique Japanese food, 100...', 'Good gut'], ['12/15/2016', '08/07/2016']]",/Restaurant_Review-g187147-d718017-Reviews-Grand_Appetit-Paris_Ile_de_France.html,d718017
6863,Le Cafe Dalayrac,Paris,"['French', 'Cafe', 'European']",6864,4,$$ - $$$,68,"[['Dinner', 'Late night dinner'], ['11/08/2017', '05/10/2017']]",/Restaurant_Review-g187147-d5892855-Reviews-Le_Cafe_Dalayrac-Paris_Ile_de_France.html,d5892855
6864,Le Phenix,Paris,"['Chinese', 'Asian', 'Cambodian']",6865,4.5,$$ - $$$,15,"[['Not really good.'], ['10/19/2017']]",/Restaurant_Review-g187147-d7745237-Reviews-Le_Phenix-Paris_Ile_de_France.html,d7745237
6865,Morice Galka,Paris,,6866,4,,20,"[['Delicious!', 'Amazing'], ['09/16/2017', '05/15/2017']]",/Restaurant_Review-g187147-d8842023-Reviews-Morice_Galka-Paris_Ile_de_France.html,d8842023
6866,Hype Food 22,Paris,"['Belgian', 'European']",6867,5,,4,"[[], []]",/Restaurant_Review-g187147-d12941737-Reviews-Hype_Food_22-Paris_Ile_de_France.html,d12941737
6867,Maison Gaumer,Paris,,6868,4.5,,9,"[['Delicious!', ""The best boulangerie we've tried in Paris""], ['12/16/2017', '03/17/2017']]",/Restaurant_Review-g187147-d10047367-Reviews-Maison_Gaumer-Paris_Ile_de_France.html,d10047367
6868,l'ile Maurice,Paris,"['Caribbean', 'Vegetarian Friendly']",6869,3.5,$$ - $$$,51,"[['Good food and great sevice', 'Worst meal in a long time'], ['12/13/2015', '01/02/2013']]",/Restaurant_Review-g187147-d2010354-Reviews-L_ile_Maurice-Paris_Ile_de_France.html,d2010354
6869,La Grange,Paris,,6870,4,,19,"[['Quick service and great food for lunch'], ['04/23/2017']]",/Restaurant_Review-g187147-d8733356-Reviews-La_Grange-Paris_Ile_de_France.html,d8733356
6870,Mount Everest,Paris,['Indian'],6871,5,,4,"[[], []]",/Restaurant_Review-g187147-d13144279-Reviews-Mount_Everest-Paris_Ile_de_France.html,d13144279
6871,Le Pareloup,Paris,"['French', 'European']",6872,3.5,$$ - $$$,220,"[['So and so', 'Great little restaurant'], ['06/25/2017', '10/01/2017']]",/Restaurant_Review-g187147-d1220926-Reviews-Le_Pareloup-Paris_Ile_de_France.html,d1220926
6872,Fich,Paris,,6873,4,,31,"[['Good burgers', 'A fresh take on the Fish-and-Chips'], ['06/29/2017', '04/03/2016']]",/Restaurant_Review-g187147-d8001069-Reviews-Fich-Paris_Ile_de_France.html,d8001069
6873,Porta Da Selva,Paris,['Brazilian'],6874,3.5,$$ - $$$,85,"[['Very good Brazilian food in Paris', 'Dinner'], ['02/23/2017', '10/05/2017']]",/Restaurant_Review-g187147-d4373454-Reviews-Porta_Da_Selva-Paris_Ile_de_France.html,d4373454
6874,Buffalo Grill,Paris,"['American', 'Steakhouse', 'Bar', 'Barbecue']",6875,3.5,$$ - $$$,656,"[['Average...', 'Lunch visit'], ['01/01/2018', '11/12/2017']]",/Restaurant_Review-g187147-d695232-Reviews-Buffalo_Grill-Paris_Ile_de_France.html,d695232
6875,La Maison,Paris,,6876,4.5,,24,"[[], []]",/Restaurant_Review-g187147-d8564614-Reviews-La_Maison-Paris_Ile_de_France.html,d8564614
